term,airplane,ant,apartment,arch,arm,barn,bear,bed,bee,beetle,bell,bicycle,bottle,butterfly,car,carrot,cat,celery,chair,chimney,chisel,church,closet,coat,corn,cow,cup,desk,dog,door,dress,dresser,eye,fly,foot,glass,hammer,hand,horse,house,igloo,key,knife,leg,lettuce,pants,pliers,refrigerator,saw,screwdriver,shirt,skirt,spoon,table,telephone,tomato,train,truck,watch,window
bell,0.552319253,0.662178369,0.743971009,0.675453209,0.508445357,0.581667906,0.660637536,0.639799566,0.68471659,0.712302179,1,0.692138294,0.698269006,0.641252056,0.591149772,0.550924001,0.533282457,0.66160686,0.678507966,0.74807213,0.758770603,0.711283247,0.68544763,0.755327622,0.657728237,0.756932878,0.612645805,0.691424762,0.580210586,0.697747289,0.709896833,0.680414548,0.57702132,0.744003256,0.511754531,0.551540467,0.743853829,0.661852899,0.581850286,0.725032852,0.475208435,0.662262788,0.693174521,0.713206273,0.689871704,0.463691305,0.684272203,0.764427588,0.630303342,0.614122294,0.706291399,0.374187678,0.520680832,0.653474631,0.737583718,0.546154653,0.778128376,0.763605614,0.814281016,0.786258326
bicycle,0.589892175,0.646479578,0.723791835,0.790130334,0.553229843,0.57993766,0.694600583,0.584104325,0.626060429,0.736377488,0.692138294,1,0.57392666,0.656610307,0.56347191,0.567786709,0.439259703,0.691141037,0.477724639,0.776989646,0.678840003,0.564108486,0.558106733,0.758258614,0.563992911,0.67712896,0.54967483,0.630346665,0.615896558,0.569217187,0.586476936,0.81705383,0.756340713,0.733118228,0.554015348,0.552374055,0.742605796,0.634794979,0.583998089,0.751633688,0.455903724,0.485187042,0.464968229,0.496583018,0.822124693,0.481456436,0.625463991,0.784896263,0.630914689,0.75612258,0.764785798,0.412733143,0.534208161,0.669103031,0.819178957,0.495333299,0.802669907,0.734716649,0.573875193,0.642545736
bottle,0.427245579,0.528205702,0.577829032,0.5049915,0.51569659,0.442816699,0.555047235,0.538404605,0.581982562,0.658946276,0.698269006,0.57392666,1,0.42722315,0.513484339,0.257614014,0.476770557,0.610695532,0.499935464,0.598960969,0.680410911,0.539786449,0.446322781,0.707344159,0.519703951,0.624950853,0.41563834,0.513567272,0.44477254,0.581686741,0.61902181,0.49632337,0.421972501,0.625735349,0.56933577,0.589308711,0.667684542,0.598378623,0.516275209,0.586872857,0.412516026,0.709211861,0.624221135,0.668601124,0.597404745,0.420670672,0.581470584,0.658139416,0.560395656,0.590996745,0.719336509,0.45187937,0.417842901,0.503523913,0.622235303,0.547345992,0.667178267,0.625307719,0.600331188,0.577437305
butterfly,0.512043956,0.532170953,0.736172402,0.608929335,0.461164102,0.726817633,0.580602971,0.587999269,0.7066485,0.522931887,0.641252056,0.656610307,0.42722315,1,0.568718464,0.558636743,0.52769068,0.390154684,0.480356301,0.632555082,0.532911047,0.559642561,0.680242654,0.582571561,0.590319744,0.538346458,0.491797977,0.639295575,0.569261738,0.621256941,0.468769143,0.648018855,0.632140671,0.549569438,0.196425754,0.435731769,0.54412297,0.530272015,0.645328615,0.707379256,0.617663914,0.426603098,0.480596359,0.47922861,0.680930049,0.327433024,0.550031012,0.656662422,0.406908218,0.498247045,0.578575135,0.321173956,0.314797169,0.591819508,0.675999422,0.614145399,0.63754415,0.640790395,0.612250875,0.693839925
car,0.702251602,0.502833717,0.690840696,0.63587757,0.689765093,0.565279667,0.570560717,0.428787405,0.762312245,0.657922871,0.591149772,0.56347191,0.513484339,0.568718464,1,0.542717973,0.275823505,0.642247053,0.52826987,0.601503938,0.54215432,0.533693253,0.537089331,0.548382746,0.351365137,0.725649359,0.560351436,0.631152205,0.602145628,0.5876176,0.642419988,0.529397405,0.464680811,0.675919339,0.44556185,0.447281531,0.574447085,0.665302983,0.708852149,0.561747843,0.557073315,0.465127827,0.555036968,0.452558691,0.615866809,0.123476664,0.533294736,0.614004036,0.37453917,0.514287681,0.63380208,0.56349772,0.312391486,0.576718373,0.688665652,0.740958076,0.654936539,0.736489507,0.58359907,0.655718802
carrot,0.422350406,0.600254892,0.553607594,0.529886874,0.47969944,0.385189462,0.556046296,0.375183442,0.489243546,0.572817299,0.550924001,0.567786709,0.257614014,0.558636743,0.542717973,1,0.416997568,0.493499433,0.472572524,0.545440143,0.556695442,0.421336796,0.444714342,0.537379947,0.360507076,0.624370618,0.637521367,0.519253596,0.675124384,0.384143333,0.451479161,0.538765351,0.604229523,0.545790513,0.315670412,0.273229871,0.606709662,0.510837298,0.473357359,0.5290038,0.259876951,0.328991952,0.594396716,0.420855996,0.428313671,0.329223362,0.62837794,0.458507264,0.533840342,0.597382464,0.493743569,0.243305129,0.659022721,0.476007322,0.479661599,0.319055438,0.545143829,0.523005495,0.58756302,0.543160297
cat,0.170153019,0.521852061,0.440693512,0.263004829,0.198257341,0.321375479,0.409742818,0.354731211,0.382643058,0.407617018,0.533282457,0.439259703,0.476770557,0.52769068,0.275823505,0.416997568,1,0.265677266,0.360475013,0.351315306,0.585871522,0.340241975,0.448456469,0.600072456,0.512607644,0.479160623,0.345599429,0.329091174,0.460837027,0.385710179,0.38370016,0.382329094,0.553807924,0.466962763,0.132989656,0.277661187,0.527210751,0.403281313,0.436962506,0.448575407,0.33609912,0.57654482,0.519820776,0.567052145,0.35060317,0.42569204,0.510757091,0.421470291,0.416469288,0.452623685,0.504992107,0.108992766,0.415985392,0.318122968,0.362450723,0.256080342,0.509485284,0.405445599,0.482245131,0.385225966
celery,0.649215609,0.627482579,0.566604022,0.683921555,0.638137672,0.358793849,0.571341833,0.404315531,0.590610243,0.776630957,0.66160686,0.691141037,0.610695532,0.390154684,0.642247053,0.493499433,0.265677266,1,0.566089277,0.751380675,0.642211121,0.545461525,0.516438795,0.732094198,0.31785473,0.693402911,0.524434835,0.497477047,0.529823235,0.550523942,0.755070461,0.627674468,0.524824596,0.694298755,0.71721738,0.632068393,0.685274031,0.715483376,0.569968301,0.535570116,0.379304573,0.507068809,0.518312968,0.578618004,0.663053556,0.468268946,0.607044173,0.659183263,0.548603199,0.638063262,0.753470726,0.597484345,0.527582621,0.535428071,0.684255618,0.469990961,0.645771763,0.737462207,0.587417001,0.616222542
chair,0.458557575,0.515214992,0.56887378,0.572123326,0.408613798,0.508191959,0.52240099,0.538597138,0.528302444,0.545542512,0.678507966,0.477724639,0.499935464,0.480356301,0.52826987,0.472572524,0.360475013,0.566089277,1,0.652286066,0.625877011,0.70798516,0.554499823,0.611791122,0.601432634,0.574011182,0.728251108,0.616240713,0.49687773,0.632962855,0.705891986,0.48797246,0.442141499,0.587947498,0.479588707,0.480972201,0.576684271,0.535088858,0.434205132,0.56203283,0.3979506,0.507923941,0.470485589,0.6605898,0.440188729,0.431335278,0.58040939,0.60403211,0.52344229,0.405395049,0.592427692,0.30886974,0.546375918,0.567057616,0.508373646,0.388401547,0.560126465,0.633033195,0.717646812,0.682583008
chimney,0.632196583,0.629339613,0.721534981,0.754672737,0.61324343,0.60070808,0.601689399,0.59857382,0.707186403,0.694009514,0.74807213,0.776989646,0.598960969,0.632555082,0.601503938,0.545440143,0.351315306,0.751380675,0.652286066,1,0.669165743,0.734017832,0.722089463,0.74767106,0.535954242,0.722658682,0.584077855,0.62759979,0.484744125,0.724538449,0.791323338,0.781171818,0.649602286,0.736022828,0.657786471,0.646629835,0.716879218,0.707884753,0.629443456,0.752738094,0.501131117,0.519510355,0.493567307,0.711347884,0.707245872,0.600483914,0.633801449,0.797134949,0.577265289,0.649938684,0.777567609,0.502633079,0.52678149,0.602486295,0.746129674,0.466741644,0.753317091,0.80359605,0.683136534,0.793681514
chisel,0.452648045,0.58314613,0.593606384,0.650316223,0.562023216,0.492124876,0.602376244,0.47632481,0.631236241,0.735475513,0.758770603,0.678840003,0.680410911,0.532911047,0.54215432,0.556695442,0.585871522,0.642211121,0.625877011,0.669165743,1,0.537512497,0.530221398,0.774684356,0.581406661,0.738730269,0.654342923,0.606999838,0.555383511,0.561491951,0.727705753,0.667140286,0.525018842,0.783655706,0.62970743,0.586927614,0.728559015,0.725725851,0.636905776,0.651708173,0.358962188,0.668551722,0.667170581,0.738598726,0.629113657,0.539339512,0.694545173,0.682725271,0.612915078,0.705277128,0.718404754,0.469773767,0.672361394,0.561843865,0.694951371,0.429474423,0.750212466,0.718755826,0.715048737,0.637857399
church,0.487063245,0.646549271,0.751889266,0.623317188,0.349337463,0.645725896,0.672677279,0.732153077,0.638748145,0.605628671,0.711283247,0.564108486,0.539786449,0.559642561,0.533693253,0.421336796,0.340241975,0.545461525,0.70798516,0.734017832,0.537512497,1,0.665248612,0.596073321,0.665317245,0.673749124,0.57168119,0.675768755,0.503715691,0.81149855,0.646522199,0.521664652,0.470813906,0.556676744,0.392196013,0.403497785,0.640185451,0.454059334,0.370095664,0.705888556,0.406307387,0.496803892,0.531861547,0.599005903,0.533882204,0.375924272,0.639374204,0.741771867,0.604658804,0.476366929,0.675328652,0.242719221,0.42570814,0.665337243,0.624933601,0.487439138,0.633436254,0.678055124,0.703899344,0.812958994
closet,0.541172695,0.472032067,0.681414469,0.553729537,0.523923596,0.557458339,0.409475861,0.519353822,0.735414923,0.545655405,0.68544763,0.558106733,0.446322781,0.680242654,0.537089331,0.444714342,0.448456469,0.516438795,0.554499823,0.722089463,0.530221398,0.665248612,1,0.569184326,0.479311783,0.643333296,0.404886736,0.531137858,0.402918181,0.745258845,0.662739623,0.624410932,0.508990491,0.606128046,0.305789203,0.553578323,0.513095506,0.620902642,0.632963079,0.63878433,0.602716145,0.493215726,0.481680496,0.68349502,0.614614995,0.465707896,0.524737238,0.626309911,0.370854776,0.394622505,0.622605792,0.427562363,0.237227888,0.480784267,0.61284975,0.535251083,0.608876663,0.680667026,0.653961313,0.782534151
coat,0.467967533,0.690748046,0.641364411,0.644058415,0.484041343,0.51867447,0.621440036,0.503470537,0.581403988,0.723540855,0.755327622,0.758258614,0.707344159,0.582571561,0.548382746,0.537379947,0.600072456,0.732094198,0.611791122,0.74767106,0.774684356,0.596073321,0.569184326,1,0.555469013,0.703785069,0.581436671,0.552840038,0.602490015,0.657063745,0.707156557,0.698666264,0.66644696,0.72188522,0.559918959,0.549017619,0.766989602,0.648992943,0.61775039,0.649777973,0.522588493,0.666036059,0.644393574,0.709419126,0.699658649,0.604937123,0.692135315,0.717765901,0.600810583,0.72241615,0.822716694,0.457936751,0.599662554,0.63130917,0.682159462,0.47363522,0.752838145,0.689826191,0.652821341,0.663235715
corn,0.272366546,0.621738591,0.666496078,0.565588392,0.140004063,0.671632794,0.653132266,0.775624453,0.436744052,0.535061492,0.657728237,0.563992911,0.519703951,0.590319744,0.351365137,0.360507076,0.512607644,0.31785473,0.601432634,0.535954242,0.581406661,0.665317245,0.479311783,0.555469013,1,0.513909525,0.593661195,0.740031938,0.540271875,0.58084349,0.420598486,0.487274605,0.612941855,0.502871328,0.28194315,0.223627442,0.576466457,0.274873794,0.269675502,0.75030964,0.303762718,0.554314849,0.450954632,0.492799903,0.513024811,0.265032545,0.606529829,0.664573551,0.64404955,0.475806993,0.553523082,-0.057767162,0.443521365,0.724423633,0.595811108,0.324398337,0.664295085,0.584048309,0.690022131,0.636039872
cow,0.568817063,0.695950499,0.71874646,0.651593335,0.613938258,0.487252937,0.693926132,0.569628445,0.747612113,0.797909046,0.756932878,0.67712896,0.624950853,0.538346458,0.725649359,0.624370618,0.479160623,0.693402911,0.574011182,0.722658682,0.738730269,0.673749124,0.643333296,0.703785069,0.513909525,1,0.578901652,0.644087489,0.686734416,0.658027418,0.71925394,0.602308297,0.539738207,0.782549217,0.555983717,0.492367675,0.755313033,0.713832034,0.598456705,0.67667817,0.38986549,0.64988405,0.724283272,0.665422796,0.660487722,0.394507701,0.778598498,0.693617349,0.583556413,0.673858123,0.733670352,0.445701462,0.555997416,0.633920495,0.738297273,0.542222521,0.764848278,0.753858356,0.727809598,0.723435554
cup,0.436571258,0.597709787,0.582484441,0.639964717,0.403618817,0.528531232,0.635239851,0.518219068,0.444766485,0.590508135,0.612645805,0.54967483,0.41563834,0.491797977,0.560351436,0.637521367,0.345599429,0.524434835,0.728251108,0.584077855,0.654342923,0.57168119,0.404886736,0.581436671,0.593661195,0.578901652,1,0.707998795,0.615102874,0.490354904,0.587027358,0.535866666,0.541039161,0.5787433,0.484130713,0.351582537,0.605710853,0.467792146,0.41554853,0.614569462,0.242686475,0.413354271,0.510662062,0.489687805,0.475011123,0.282303052,0.649325961,0.615269631,0.633305393,0.572404213,0.564155292,0.246318193,0.676913611,0.653264244,0.55344756,0.331260101,0.621529431,0.641899447,0.702060387,0.631381346
desk,0.553985315,0.63188152,0.80692153,0.800119313,0.387201043,0.783836789,0.769480002,0.754484656,0.609019606,0.636138483,0.691424762,0.630346665,0.513567272,0.639295575,0.631152205,0.519253596,0.329091174,0.497477047,0.616240713,0.62759979,0.606999838,0.675768755,0.531137858,0.552840038,0.740031938,0.644087489,0.707998795,1,0.602075261,0.600821045,0.547277818,0.594539952,0.571501544,0.650611926,0.426224526,0.323546999,0.620105521,0.456606595,0.456981842,0.811994491,0.335473879,0.469446312,0.586163763,0.457071404,0.634843582,0.147899282,0.620703576,0.77715191,0.687286198,0.595637759,0.569817349,0.13084271,0.48428398,0.836628119,0.750589926,0.519766071,0.772721786,0.765023114,0.770062526,0.776995576
dog,0.419255446,0.719383446,0.623725579,0.509964605,0.368083522,0.470009951,0.765312711,0.597379823,0.535806667,0.740857837,0.580210586,0.615896558,0.44477254,0.569261738,0.602145628,0.675124384,0.460837027,0.529823235,0.49687773,0.484744125,0.555383511,0.503715691,0.402918181,0.602490015,0.540271875,0.686734416,0.615102874,0.602075261,1,0.459522775,0.435859019,0.444541395,0.624850619,0.506324555,0.287212532,0.25799155,0.68625976,0.443464518,0.393814559,0.585540222,0.263905242,0.541104512,0.662837694,0.386968018,0.56870778,0.177054859,0.766969362,0.549726996,0.615676579,0.553516205,0.629522627,0.179114634,0.572242188,0.665597892,0.610421145,0.495267886,0.598462896,0.536734338,0.59229767,0.533176893
door,0.494591387,0.565447282,0.709885998,0.619773777,0.471024978,0.63711179,0.57607134,0.62434065,0.719261879,0.62287105,0.697747289,0.569217187,0.581686741,0.621256941,0.5876176,0.384143333,0.385710179,0.550523942,0.632962855,0.724538449,0.561491951,0.81149855,0.745258845,0.657063745,0.58084349,0.658027418,0.490354904,0.600821045,0.459522775,1,0.725878281,0.573608286,0.480247419,0.612166121,0.4249606,0.524585027,0.653005105,0.555190708,0.538655632,0.677627911,0.635436994,0.579817571,0.52609608,0.664430236,0.612841345,0.486092632,0.62138651,0.743752865,0.5014335,0.524461942,0.73180078,0.468531878,0.327133527,0.59691588,0.670241559,0.590411518,0.634856046,0.679523985,0.649036483,0.811804675
dress,0.631657958,0.542187525,0.57195987,0.659845947,0.658881558,0.453078622,0.489959629,0.410936551,0.716297633,0.706250201,0.709896833,0.586476936,0.61902181,0.468769143,0.642419988,0.451479161,0.38370016,0.755070461,0.705891986,0.791323338,0.727705753,0.646522199,0.662739623,0.707156557,0.420598486,0.71925394,0.587027358,0.547277818,0.435859019,0.725878281,1,0.610915157,0.433343357,0.773947421,0.695601512,0.725911401,0.677759938,0.808414899,0.675160643,0.566665491,0.457679718,0.590166598,0.540704645,0.784290186,0.607153227,0.559892034,0.619981284,0.709085983,0.491167634,0.556225627,0.721912411,0.630178242,0.475318528,0.486345344,0.688356647,0.48250008,0.658078081,0.78208771,0.698958994,0.71967244
dresser,0.504701698,0.482700392,0.652261945,0.782221357,0.574777323,0.584719675,0.519498522,0.464124375,0.614761725,0.605225668,0.680414548,0.81705383,0.49632337,0.648018855,0.529397405,0.538765351,0.382329094,0.627674468,0.48797246,0.781171818,0.667140286,0.521664652,0.624410932,0.698666264,0.487274605,0.602308297,0.535866666,0.594539952,0.444541395,0.573608286,0.610915157,1,0.695902164,0.715967471,0.572767165,0.599389492,0.623138617,0.633597753,0.663448461,0.733914705,0.523702889,0.433525577,0.405921793,0.575575396,0.76788602,0.559291004,0.547262467,0.725508103,0.491470007,0.706129583,0.693952731,0.512860934,0.510842194,0.565954998,0.725002702,0.424688626,0.747927869,0.727735786,0.528162104,0.691829516
eye,0.385794797,0.669407982,0.637971128,0.602346305,0.329553988,0.539018316,0.614615074,0.561188693,0.421562435,0.60021832,0.57702132,0.756340713,0.421972501,0.632140671,0.464680811,0.604229523,0.553807924,0.524824596,0.442141499,0.649602286,0.525018842,0.470813906,0.508990491,0.66644696,0.612941855,0.539738207,0.541039161,0.571501544,0.624850619,0.480247419,0.433343357,0.695902164,1,0.560231445,0.349421056,0.365169075,0.637204025,0.395006028,0.398132172,0.703816958,0.464014175,0.474820022,0.400887293,0.420292739,0.640898669,0.439165113,0.593752192,0.645282852,0.567279349,0.654617575,0.699193514,0.193727403,0.550871679,0.62417794,0.622748057,0.340212573,0.693462918,0.57563553,0.468966784,0.553505649
fly,0.630125146,0.573103673,0.666506464,0.746991557,0.663667817,0.519488493,0.571008578,0.488131106,0.729029835,0.727759617,0.744003256,0.733118228,0.625735349,0.549569438,0.675919339,0.545790513,0.466962763,0.694298755,0.587947498,0.736022828,0.783655706,0.556676744,0.606128046,0.72188522,0.502871328,0.782549217,0.5787433,0.650611926,0.506324555,0.612166121,0.773947421,0.715967471,0.560231445,1,0.643690627,0.602839038,0.718695656,0.789492624,0.684480512,0.665582672,0.457527757,0.578318636,0.598901141,0.69299706,0.702960648,0.467252634,0.607267311,0.768521351,0.584408332,0.712123146,0.6937552,0.500451551,0.539113973,0.570682415,0.755562855,0.508868456,0.799510189,0.802853014,0.670034831,0.69235404
foot,0.462171827,0.426611322,0.376650014,0.603230008,0.586503116,0.290632367,0.445542915,0.332542917,0.423154315,0.600644534,0.511754531,0.554015348,0.56933577,0.196425754,0.44556185,0.315670412,0.132989656,0.71721738,0.479588707,0.657786471,0.62970743,0.392196013,0.305789203,0.559918959,0.28194315,0.555983717,0.484130713,0.426224526,0.287212532,0.4249606,0.695601512,0.572767165,0.349421056,0.643690627,1,0.606725672,0.612529722,0.589041769,0.460171735,0.468599435,0.209190101,0.441166245,0.349868378,0.557540036,0.502854647,0.524465208,0.516082299,0.594458858,0.506673303,0.646033752,0.619889834,0.561247875,0.562541866,0.41411658,0.569349119,0.23736692,0.541655578,0.647882862,0.442991032,0.471867158
glass,0.59827492,0.314200382,0.430079825,0.543057263,0.720758238,0.347505349,0.330129412,0.244070564,0.661509184,0.595877185,0.551540467,0.552374055,0.589308711,0.435731769,0.447281531,0.273229871,0.277661187,0.632068393,0.480972201,0.646629835,0.586927614,0.403497785,0.553578323,0.549017619,0.223627442,0.492367675,0.351582537,0.323546999,0.25799155,0.524585027,0.725911401,0.599389492,0.365169075,0.602839038,0.606725672,1,0.501278002,0.746725847,0.639224006,0.460598001,0.484678358,0.463909819,0.342299588,0.603096061,0.644424082,0.546021464,0.431971384,0.571226914,0.292933691,0.4256019,0.604933747,0.749285934,0.311379927,0.287692528,0.630682655,0.482678601,0.49620885,0.619777618,0.430522034,0.500567092
hammer,0.474224107,0.758773109,0.683119885,0.640750595,0.478545116,0.478042797,0.73621029,0.618224561,0.605854322,0.762715924,0.743853829,0.742605796,0.667684542,0.54412297,0.574447085,0.606709662,0.527210751,0.685274031,0.576684271,0.716879218,0.728559015,0.640185451,0.513095506,0.766989602,0.576466457,0.755313033,0.605710853,0.620105521,0.68625976,0.653005105,0.677759938,0.623138617,0.637204025,0.718695656,0.612529722,0.501278002,1,0.582441706,0.472754681,0.680105649,0.328352346,0.628251316,0.673135379,0.618325652,0.632647029,0.510534628,0.775527521,0.764919216,0.726149906,0.762484353,0.785589443,0.368464372,0.695785926,0.640866435,0.695608591,0.443665936,0.726393317,0.698484762,0.672009041,0.662292979
