term,airplane,ant,apartment,arch,arm,barn,bear,bed,bee,beetle,bell,bicycle,bottle,butterfly,car,carrot,cat,celery,chair,chimney,chisel,church,closet,coat,corn,cow,cup,desk,dog,door,dress,dresser,eye,fly,foot,glass,hammer,hand,horse,house,igloo,key,knife,leg,lettuce,pants,pliers,refrigerator,saw,screwdriver,shirt,skirt,spoon,table,telephone,tomato,train,truck,watch,window
bell,0.335479199,-0.2000227,0.352756868,-0.149154465,-0.20176874,0.431681815,0.217203887,0.381370727,0.175056341,-0.189377823,1,0.091806972,0.107224118,0.041299404,0.005229458,-0.372032247,-0.110773522,0.023043092,0.39212539,0.319114278,-0.22885951,0.225904377,0.155233285,0.050756339,-0.064515611,0.028551151,0.142883977,0.068870054,0.21549203,0.274352461,0.159954895,-0.242117091,-0.09728909,0.026934176,-0.0994863,0.205180136,0.20492596,-0.083277715,0.076156777,0.408970564,0.396138046,-0.418858789,0.056635334,-0.004293149,0.088699505,0.095085864,-0.023482596,0.010478426,0.157658365,-0.224767991,0.110362407,-0.059704672,-0.002350581,0.076977529,0.487110904,-0.110999451,0.370725069,0.112640912,0.355385973,0.246012387
bicycle,0.554368251,-0.323051684,0.189292401,0.024621577,0.15529162,0.579138352,-0.027948759,0.298011591,-0.089703107,-0.220061996,0.091806972,1,0.019025798,-0.086632135,0.764409259,-0.164481144,0.066673,-0.085693584,-0.028619863,-0.143014784,-0.23695153,0.202718422,-0.095968095,0.150315538,-0.088932561,0.185314688,-0.136789875,-0.338540802,0.426160278,-0.181278957,0.090280219,-0.07095217,-0.270234189,0.411604186,0.454641273,-0.134708235,-0.256209654,-0.233211695,0.781675081,0.102050788,0.257642069,-0.227860532,0.089042149,0.53222426,0.133601475,0.278141127,0.053913254,-0.01109042,-0.015196955,0.126810943,0.240043119,0.356909984,-0.212725327,-0.51469414,-0.038135038,-0.072654442,0.643222277,0.553752424,-0.033644685,-0.231300341
bottle,0.207031869,0.370095562,0.210805681,-0.21394078,-0.265133806,0.276381217,0.008116309,0.412466099,0.648588623,0.724962956,0.107224118,0.019025798,1,0.361704876,0.079356165,0.37102417,0.403822611,0.742817477,-0.490278888,0.510680348,0.175344483,0.167932896,0.207913042,0.679123916,0.437261394,0.405823033,0.841066356,0.036011529,0.459653033,-0.176673811,0.334696218,0.60893906,0.290251645,-0.311490673,-0.198244014,0.632830996,-0.097476637,0.291849254,-0.011826259,0.16583618,0.120207947,-0.451501768,0.600458973,0.102022547,0.700284038,0.489243264,0.57195772,0.577422462,-0.040309421,0.46113982,0.420449788,-0.202024872,0.632440805,0.211881417,-0.22935716,0.576997233,-0.048462904,0.002657862,0.003288778,-0.290866442
butterfly,0.158962969,0.531057066,0.178336792,0.120339997,0.09218848,0.277102493,0.229043217,0.369602254,0.380997124,0.299712763,0.041299404,-0.086632135,0.361704876,1,-0.09053695,0.225797238,0.494675494,0.417037666,-0.141516807,0.426419559,0.11712216,0.125225626,0.405075381,0.459735595,0.308434676,0.272371523,0.392890587,0.170409474,0.331518428,0.273285004,0.212475472,0.476959944,0.579779894,-0.054739041,-0.112873966,0.43385585,0.159650252,0.340681459,0.169375738,0.350132231,0.081686072,-0.154212258,0.567733058,0.14376116,0.272509965,0.276037722,0.530888487,0.340860166,0.125986806,0.265814307,0.196450756,-0.067664788,0.410270771,0.308101147,-0.020861686,0.305064532,-0.107942968,-0.233954179,0.096436012,0.271167011
car,0.513888767,-0.092328759,0.341440912,-0.155505231,0.00920177,0.495251186,0.097971753,0.284796579,0.192967462,0.048986951,0.005229458,0.764409259,0.079356165,-0.09053695,1,-0.163942421,0.380089181,-0.003508035,-0.197448611,-0.060141266,-0.354768532,0.336741575,-0.147505093,0.012494173,0.010409408,0.385843573,-0.172683142,-0.21213109,0.517047054,-0.030996607,-0.077593617,-0.101184929,-0.246916016,0.421785413,0.324524602,-0.111250845,-0.214967927,-0.272817363,0.583999709,0.284412043,0.098545129,-0.178676845,0.195508243,0.3342281,0.16053232,0.109382215,0.048178771,0.192943693,0.205965336,0.238344013,0.102899536,-0.046419624,-0.275783637,-0.519645477,0.079319527,0.077440912,0.658186184,0.794022924,0.123151234,-0.058412208
carrot,-0.0259179,0.546824446,-0.077971297,0.086493431,0.330286054,0.027051065,0.005713311,0.078702801,0.132379071,0.499143941,-0.372032247,-0.164481144,0.37102417,0.225797238,-0.163942421,1,0.35597168,0.434276294,-0.159531694,-0.007431812,0.409840642,-0.258358364,-0.184535708,0.101705646,0.32379848,0.248420875,0.428793992,0.053905211,0.078386217,-0.13277726,-0.216322725,0.309389684,0.312961658,-0.200324658,-0.161939551,0.102709796,0.235898516,0.388152763,-0.091332693,-0.080981442,-0.113627969,0.161237128,0.474800721,0.157660241,0.353126368,-0.052846365,0.29064529,0.155260015,-0.08298643,0.168587228,-0.030688269,-0.13635113,0.477554243,0.53091882,-0.331696796,0.296116977,-0.222139763,-0.138320781,-0.237812713,-0.153132512
cat,0.274624098,0.634114023,0.469990876,-0.317289617,-0.116515241,0.348497088,0.285082559,0.429699433,0.614959492,0.484151718,-0.110773522,0.066673,0.403822611,0.494675494,0.380089181,0.35597168,1,0.507298088,-0.222507694,0.352900196,0.050221847,0.343542609,0.27990442,0.123122429,0.502240983,0.642497424,0.207858366,0.241225664,0.660618302,0.162621061,-0.02385065,0.320223168,0.129748621,-0.005082777,-0.200683786,0.172094055,-0.001809064,0.078239311,0.230719265,0.567723392,-0.007679603,-0.264230037,0.455452577,-0.131238131,0.478452988,0.043734043,0.406251356,0.625366213,0.096507992,0.269665781,-0.068698027,-0.449344098,0.360658464,0.176210308,-0.003256001,0.480448405,0.159506608,0.301887102,0.154419983,0.114689927
celery,0.132213081,0.689011266,0.155493399,-0.223938074,-0.435425212,0.244393467,0.208634051,0.510531022,0.5633894,0.621790202,0.023043092,-0.085693584,0.742817477,0.417037666,-0.003508035,0.434276294,0.507298088,1,-0.434465317,0.388032222,0.043421254,0.07186053,0.140567553,0.526903567,0.809062858,0.576179333,0.701865515,-0.083158292,0.585886096,-0.205183061,0.440064394,0.484746696,0.232042903,-0.143493059,-0.231174073,0.442840983,-0.286793602,0.072507134,0.049183862,0.167234709,0.33950999,-0.54577416,0.618978716,-0.014153983,0.900356637,0.426022754,0.3894545,0.693033798,-0.010673511,0.258725362,0.272489704,-0.294555138,0.770740892,0.339797276,-0.414073138,0.857172112,-0.042727911,-0.015444893,0.182043765,-0.276241668
chair,0.18749818,-0.18871513,-0.113129342,0.142301625,0.237932279,0.0853716,-0.062668374,0.238615311,-0.217832534,-0.284011649,0.39212539,-0.028619863,-0.490278888,-0.141516807,-0.197448611,-0.159531694,-0.222507694,-0.434465317,1,0.038775879,-0.052170375,0.088430108,0.13196014,-0.328616433,-0.326244302,-0.324326129,-0.294002223,0.581602953,-0.197501471,0.180610142,-0.192759498,-0.158925577,0.03261492,0.072715471,-0.047208277,-0.15809369,0.369974717,0.207464685,-0.000182298,0.029232924,-0.029112482,0.084056956,-0.414382408,-0.141188357,-0.284247139,-0.189561459,-0.060028773,-0.31275494,0.097514641,-0.293026043,-0.221882702,0.096563174,-0.181070522,0.284771598,0.441234679,-0.572668792,0.231982873,0.006759084,0.244968742,0.197590494
chimney,0.383437905,0.444277149,0.570223618,-0.21264422,-0.421305051,0.422743338,0.255410025,0.578607494,0.582526209,0.56253852,0.319114278,-0.143014784,0.510680348,0.426419559,-0.060141266,-0.007431812,0.352900196,0.388032222,0.038775879,1,-0.022109608,0.454082008,0.518574039,0.336878228,0.327910986,0.358902836,0.34766757,0.389977852,0.426197201,0.105768719,0.206212792,0.485669718,0.197726363,-0.340705087,-0.190933131,0.584122692,-0.073406537,-0.033000767,-0.085924191,0.654652524,0.197178452,-0.443394397,0.272916636,-0.157853449,0.459528091,0.294380846,0.336759937,0.475015159,0.377657676,-0.039273912,0.186729271,-0.220638355,0.181008025,0.180699814,-0.010158039,0.289105628,0.048438487,0.153533433,0.174253261,0.068558488
chisel,-0.287226489,0.127859489,-0.077895189,0.119629833,0.288621142,-0.15450729,-0.11923326,-0.031066389,-0.18302717,0.134419083,-0.22885951,-0.23695153,0.175344483,0.11712216,-0.354768532,0.409840642,0.050221847,0.043421254,-0.052170375,-0.022109608,1,-0.31995631,0.159807163,0.070406003,0.0566727,-0.161283052,0.232696885,0.241842191,-0.375894223,-0.278836604,-0.033967735,0.303383281,-0.139926915,-0.012533609,-0.088148415,-0.180102353,0.453267723,0.336252532,-0.230355762,-0.207689971,-0.403365274,0.341661236,0.134976388,0.050299286,-0.002865722,0.095390308,0.512010896,-0.020019463,-0.206901407,0.480677942,0.122454656,0.357870774,0.41779648,0.353322889,-0.036031117,-0.187718056,-0.326060883,-0.237003069,-0.308571031,-0.192705241
church,0.353882981,0.023183696,0.481656782,-0.24923408,-0.287562246,0.28587683,0.328682297,0.284544656,0.374907496,0.204750114,0.225904377,0.202718422,0.167932896,0.125225626,0.336741575,-0.258358364,0.343542609,0.07186053,0.088430108,0.454082008,-0.31995631,1,0.429882326,-0.079651776,0.287672586,0.08164404,-0.027576358,0.294099211,0.396901616,0.298409676,0.095313061,0.145097904,0.136755856,-0.114096774,0.108226543,0.328387553,-0.000369167,-0.156789384,-0.058174807,0.612643293,0.115252376,-0.128792251,0.268914793,-0.126721221,0.321767174,0.085966641,0.090546268,0.337176932,0.465343775,0.060040644,0.052318113,-0.213124234,-0.173051234,0.024513942,0.178934863,0.133348263,0.144611575,0.307094502,0.375380668,0.159886159
closet,0.045368772,0.168544572,0.124038631,-0.134351433,-0.151646295,-0.061117894,0.403378508,0.329678092,0.375927079,0.157275268,0.155233285,-0.095968095,0.207913042,0.405075381,-0.147505093,-0.184535708,0.27990442,0.140567553,0.13196014,0.518574039,0.159807163,0.429882326,1,0.330669474,0.202635072,-0.121981639,0.11495207,0.366438193,0.163713302,0.289019366,0.534448863,0.497664,0.261147586,-0.099651847,-0.247134056,0.296491591,0.113645082,0.149126702,-0.139556858,0.2371749,-0.139182455,-0.1192765,0.087223775,-0.260062847,0.252661543,0.519344886,0.516683705,0.353211268,0.003788608,0.107690107,0.387286688,0.249063162,0.234300611,0.102073645,0.124982786,0.054660858,-0.209560626,-0.159242557,0.216466587,0.054383402
coat,-0.009802463,0.118858059,-0.120247271,0.206756273,-0.080061746,0.165851885,-0.095160429,0.301252113,0.369057423,0.316794747,0.050756339,0.150315538,0.679123916,0.459735595,0.012494173,0.101705646,0.123122429,0.526903567,-0.328616433,0.336878228,0.070406003,-0.079651776,0.330669474,1,0.10217204,0.081397943,0.575310267,-0.128442438,0.378182552,-0.176225776,0.690807592,0.708442298,0.421031147,-0.018944495,-0.003344013,0.602993715,-0.249039039,0.302310489,0.152454788,-0.166074956,0.076847836,-0.384088194,0.416579651,0.269095279,0.492366482,0.789445181,0.501879835,0.29055038,-0.257766224,0.406005363,0.774171519,0.214697463,0.436795432,0.031090747,-0.322319811,0.319147799,-0.088791551,-0.285510212,-0.059049021,-0.361581108
corn,0.141625376,0.695241086,0.293231682,-0.451035338,-0.488078953,0.187661759,0.277387223,0.437641125,0.403565217,0.542664983,-0.064515611,-0.088932561,0.437261394,0.308434676,0.010409408,0.32379848,0.502240983,0.809062858,-0.326244302,0.327910986,0.0566727,0.287672586,0.202635072,0.10217204,1,0.486310356,0.359857364,0.068627752,0.448623362,-0.046872838,0.242404652,0.250312161,0.019630651,-0.136790479,-0.143733362,0.223164043,-0.237791739,-0.175449847,-0.04599636,0.308640006,0.401243257,-0.331751764,0.459969522,-0.200535378,0.771490372,0.150187403,0.20050494,0.755539736,0.121568068,0.167849319,-0.062238567,-0.289925863,0.56382708,0.293834209,-0.343025066,0.778462318,-0.095982961,0.169388937,0.195085607,-0.055714086
cow,0.48379448,0.633951079,0.587881346,-0.345735639,-0.387073146,0.522592415,0.234583974,0.419169588,0.562525045,0.446438672,0.028551151,0.185314688,0.405823033,0.272371523,0.385843573,0.248420875,0.642497424,0.576179333,-0.324326129,0.358902836,-0.161283052,0.08164404,-0.121981639,0.081397943,0.486310356,1,0.207970522,-0.116947741,0.589261835,-0.140140785,-0.102241675,0.111850053,-0.113975136,-0.119546137,-0.099265802,0.110372973,-0.36191526,-0.206457899,0.387548364,0.558702131,0.37005472,-0.459064662,0.348635954,-0.049559439,0.488778698,-0.023285935,0.189622097,0.53375396,0.124804799,-0.01436206,-0.146076622,-0.447150217,0.301047688,-0.132105658,-0.083262967,0.630839315,0.331824171,0.51043397,-0.015134138,-0.12801646
cup,0.127419428,0.28885547,-0.066845316,-0.013363807,-0.048691409,0.121064839,-0.016120813,0.424799206,0.442712302,0.581101315,0.142883977,-0.136789875,0.841066356,0.392890587,-0.172683142,0.428793992,0.207858366,0.701865515,-0.294002223,0.34766757,0.232696885,-0.027576358,0.11495207,0.575310267,0.359857364,0.207970522,1,0.059815843,0.280850039,-0.207962537,0.273148191,0.544187852,0.39562744,-0.111747115,-0.160137504,0.519592912,0.134843563,0.50847173,-0.038189444,-0.034330448,0.097712504,-0.393179002,0.531477003,0.278722076,0.588869589,0.402519435,0.523472143,0.395487125,-0.084991728,0.377989705,0.335661494,-0.1625043,0.784284511,0.492040649,-0.171618285,0.494592353,-0.062335484,-0.259337791,0.09970814,-0.316491191
desk,0.089281097,0.233684356,0.064345661,-0.200014124,0.031005397,-0.024011393,-0.161577929,0.32012577,0.220534353,0.413074303,0.068870054,-0.338540802,0.036011529,0.170409474,-0.21213109,0.053905211,0.241225664,-0.083158292,0.581602953,0.389977852,0.241842191,0.294099211,0.366438193,-0.128442438,0.068627752,-0.116947741,0.059815843,1,-0.141295438,0.150057035,-0.1844597,0.303918353,0.251712332,-0.185109685,-0.236286606,0.211182539,0.361115639,0.404460197,-0.310734992,0.189813375,-0.168356411,0.084141689,-0.146857859,-0.412339325,-0.025233001,-0.164714707,0.312310703,0.260160276,0.170131575,0.191626914,-0.23430736,-0.21866608,0.153693262,0.475388857,0.28715684,-0.229916336,-0.080341415,0.030767912,0.22743362,0.226737457
dog,0.486288576,0.326762361,0.433211954,-0.322507891,-0.353043011,0.619392549,0.166897332,0.591906502,0.563016791,0.25674014,0.21549203,0.426160278,0.459653033,0.331518428,0.517047054,0.078386217,0.660618302,0.585886096,-0.197501471,0.426197201,-0.375894223,0.396901616,0.163713302,0.378182552,0.448623362,0.589261835,0.280850039,-0.141295438,1,0.053066682,0.25683813,0.193169086,0.015272969,0.051324135,-0.075581713,0.329047008,-0.302949294,-0.228742013,0.512210708,0.537539129,0.427510707,-0.698075244,0.450848147,0.125023742,0.644823139,0.301469762,0.171477104,0.562554503,0.0641723,0.034095085,0.140408186,-0.344289905,0.263306464,-0.062956082,-0.089716673,0.55788825,0.437826295,0.333591342,0.236890026,-0.009727494
door,0.025429365,-0.011673484,0.060434186,-0.016673722,0.159401895,0.081172246,0.297840615,-0.081019668,0.331515391,-0.17087007,0.274352461,-0.181278957,-0.176673811,0.273285004,-0.030996607,-0.13277726,0.162621061,-0.205183061,0.180610142,0.105768719,-0.278836604,0.298409676,0.289019366,-0.176225776,-0.046872838,-0.140140785,-0.207962537,0.150057035,0.053066682,1,-0.268996852,-0.327818,0.268061584,-0.036346721,0.063354158,0.314849472,0.273914298,0.07048944,-0.075921649,0.275466151,-0.021380991,0.253333026,-0.019865034,-0.084574816,-0.26447193,-0.326729484,-0.251860608,0.091924226,0.134134871,-0.293625005,-0.303385479,-0.365077934,-0.283143845,0.073638053,0.26900479,0.004599235,-0.146738184,-0.084121846,-0.019851489,0.764044191
dress,-0.103794982,0.056262945,-0.131676492,0.039767789,-0.357609561,-0.120387243,0.260726438,0.230263435,0.133249533,0.026954113,0.159954895,0.090280219,0.334696218,0.212475472,-0.077593617,-0.216322725,-0.02385065,0.440064394,-0.192759498,0.206212792,-0.033967735,0.095313061,0.534448863,0.690807592,0.242404652,-0.102241675,0.273148191,-0.1844597,0.25683813,-0.268996852,1,0.498202614,0.2249524,0.079456315,-0.183081105,0.25985102,-0.311640691,-0.010642126,0.006593154,-0.142947825,0.138628482,-0.446799905,0.21205729,-0.078041214,0.524685371,0.851478564,0.34324429,0.197139559,-0.080111108,0.165744161,0.798394769,0.460219607,0.345427095,-0.034820917,-0.245613513,0.256275489,-0.094650403,-0.283159447,0.382679751,-0.386297096
dresser,-0.033817651,0.360277455,0.019196975,0.182854209,-0.029024669,-0.011681151,-0.030693485,0.366901051,0.316648772,0.628318534,-0.242117091,-0.07095217,0.60893906,0.476959944,-0.101184929,0.309389684,0.320223168,0.484746696,-0.158925577,0.485669718,0.303383281,0.145097904,0.497664,0.708442298,0.250312161,0.111850053,0.544187852,0.303918353,0.193169086,-0.327818,0.498202614,1,0.468322899,-0.156198132,-0.053414979,0.411449624,-0.067899426,0.446147525,-0.138480379,-0.03409995,-0.192341608,-0.142804079,0.403575013,0.081374451,0.517643975,0.689093777,0.741059551,0.328493952,-0.131555279,0.551505131,0.623313445,0.188083058,0.494401383,0.291353471,-0.243042974,0.210995075,-0.196185243,-0.19979432,-0.02112728,-0.516182346
eye,-0.074073507,0.282454551,-0.333014261,0.280051121,0.243981833,-0.158875027,0.168763329,0.049769898,0.297022652,0.341377579,-0.09728909,-0.270234189,0.290251645,0.579779894,-0.246916016,0.312961658,0.129748621,0.232042903,0.03261492,0.197726363,-0.139926915,0.136755856,0.261147586,0.421031147,0.019630651,-0.113975136,0.39562744,0.251712332,0.015272969,0.268061584,0.2249524,0.468322899,1,-0.178428173,-0.177968374,0.585007924,0.228978061,0.632124581,-0.149605466,-0.082908752,-0.203768631,0.071333231,0.324974782,0.026069191,0.17874609,0.221688445,0.276197682,0.0802489,0.23417613,0.021088454,0.279330027,-0.069782745,0.235937481,0.437551433,-0.180162401,0.164345128,-0.273569404,-0.494019779,0.271206575,0.117299219
fly,0.076099364,-0.3066576,-0.122699348,0.27788891,0.359915169,0.075296958,0.141491739,0.145880859,-0.243158093,-0.377749011,0.026934176,0.411604186,-0.311490673,-0.054739041,0.421785413,-0.200324658,-0.005082777,-0.143493059,0.072715471,-0.340705087,-0.012533609,-0.114096774,-0.099651847,-0.018944495,-0.136790479,-0.119546137,-0.111747115,-0.185109685,0.051324135,-0.036346721,0.079456315,-0.156198132,-0.178428173,1,0.579978614,-0.273704683,0.099510767,-0.011520373,0.424302694,-0.137250698,0.055458472,0.086642122,-0.056896639,0.548619551,-0.092545116,0.064493008,-0.144115323,-0.09053689,0.012058343,0.093030224,0.18945791,0.280057438,-0.106265152,-0.080973027,0.066878215,-0.1251845,0.40408215,0.174524617,0.172636155,-0.146789102
foot,0.063018841,-0.424343649,0.055627335,0.458262729,0.316906014,0.233314253,-0.100589817,-0.060562046,-0.235862172,-0.25399685,-0.0994863,0.454641273,-0.198244014,-0.112873966,0.324524602,-0.161939551,-0.200683786,-0.231174073,-0.047208277,-0.190933131,-0.088148415,0.108226543,-0.247134056,-0.003344013,-0.143733362,-0.099265802,-0.160137504,-0.236286606,-0.075581713,0.063354158,-0.183081105,-0.053414979,-0.177968374,0.579978614,1,-0.025533778,-0.13651148,-0.08483989,0.273993914,-0.092763224,0.122965491,0.332788703,-0.043513707,0.670715781,-0.159864416,-0.046427371,-0.299561227,-0.168508076,-0.061614886,0.113338225,0.099599435,0.167842787,-0.386392222,-0.192116128,-0.091896735,-0.120236384,0.207936581,0.186349731,-0.362586937,-0.229834944
