term,airplane,ant,apartment,arch,arm,barn,bear,bed,bee,beetle,bell,bicycle,bottle,butterfly,car,carrot,cat,celery,chair,chimney,chisel,church,closet,coat,corn,cow,cup,desk,dog,door,dress,dresser,eye,fly,foot,glass,hammer,hand,horse,house,igloo,key,knife,leg,lettuce,pants,pliers,refrigerator,saw,screwdriver,shirt,skirt,spoon,table,telephone,tomato,train,truck,watch,window
bell,0.492819065,0.589121373,0.448187221,0.524485949,0.557546926,0.502667847,0.264988299,0.432431264,0.413672217,0.214778434,1,0.448484361,-0.185491954,0.392773562,0.596886866,0.173498671,0.294354133,0.695748044,0.313388207,0.449718061,0.531077753,0.529000389,0.479340576,0.55065351,0.28955792,0.575086877,0.498396269,0.435918115,0.338194512,0.225859293,0.464904888,0.701234859,0.361045871,0.656742616,0.444006565,0.416167861,0.737122105,0.622502321,0.314911809,0.252965996,0.45176663,0.316441967,0.266831948,0.371963832,0.292986852,0.457005578,0.51820186,0.503897836,0.413519556,0.212955496,0.610855267,0.154875299,0.496190011,0.317224919,0.154502964,-0.210779111,0.347262409,0.625917708,0.167183786,0.567474451
bicycle,0.667426048,0.694974029,0.698761699,0.673661076,0.423681281,0.782339111,0.688364865,0.676310928,0.650894702,0.679255856,0.448484361,1,0.323918898,0.724717096,0.663642748,0.46380718,0.638757999,0.484348671,0.582034874,0.647277112,0.454353546,0.577199927,0.617564688,0.737378771,0.609034356,0.571982172,0.688835367,0.608919998,0.701899022,0.596704026,0.546706981,0.52526783,0.65858257,0.533992268,0.199821399,0.620240977,0.51355508,0.497880547,0.67918162,0.612270826,0.701232724,0.089929852,0.338980877,0.319877641,0.691540982,0.520293954,0.540076402,0.58955581,0.545562106,0.398005077,0.740069845,0.534456512,0.569667888,0.476272948,0.687739486,0.07691392,0.75238062,0.535906789,0.585156282,0.525749834
bottle,0.153668012,0.128689989,0.159213523,0.106876895,0.08245904,0.266303484,0.399829957,0.184553947,0.249699001,0.430241015,-0.185491954,0.323918898,1,0.301304097,0.093860304,0.237986887,0.373836987,-0.175509208,0.32836671,0.273663015,0.200781605,-0.048759722,0.16176405,0.200266161,0.314953437,0.033547835,0.312756237,0.240556333,0.387654296,0.344717531,0.312077853,-0.170466625,0.422924691,-0.034828614,-0.024642291,0.279275148,-0.115496841,-0.058298382,0.357998756,0.28564813,0.296142108,-0.1659325,0.182041256,0.147340156,0.420363729,0.117414332,0.089907999,0.098460489,0.251407373,0.44766033,0.196543863,0.501801793,-0.027361543,0.152523773,0.563904472,0.207710558,0.370971923,-0.00631644,0.439736963,-0.006358807
butterfly,0.488339327,0.539719693,0.567175111,0.540983961,0.312667957,0.67738948,0.713925452,0.601625553,0.612425714,0.546307149,0.392773562,0.724717096,0.301304097,1,0.591349324,0.289137775,0.701453302,0.221645734,0.595479365,0.51386334,0.392879963,0.455126826,0.540441514,0.555428512,0.589265272,0.417299866,0.588940663,0.451170013,0.662618522,0.399640134,0.411166374,0.389567158,0.617229162,0.404613619,0.150550189,0.436795433,0.342256638,0.370222305,0.630848121,0.513591364,0.539854908,0.049695127,0.24827854,0.106770654,0.516102104,0.282856273,0.428477883,0.540431818,0.563400135,0.459354,0.560376219,0.527992882,0.360134449,0.395778491,0.670400491,-0.029954556,0.530845267,0.333114572,0.471460381,0.430508481
car,0.590918718,0.657052703,0.715972717,0.633464656,0.520768936,0.746777825,0.557167461,0.6146633,0.52043888,0.441553308,0.596886866,0.663642748,0.093860304,0.591349324,1,0.164519524,0.562121324,0.549758568,0.427387916,0.533244781,0.479485077,0.546449022,0.634270362,0.716515429,0.374085581,0.595649072,0.632317929,0.648912976,0.589732925,0.352888223,0.626651451,0.652975494,0.538943682,0.672243147,0.367482021,0.457862051,0.554807023,0.583283813,0.492049847,0.581115695,0.592968047,0.026419452,0.327919585,0.278791532,0.477379008,0.438132302,0.47229239,0.566726903,0.401791781,0.374826179,0.690036851,0.333016928,0.483412802,0.417097403,0.459877388,-0.080268587,0.627965054,0.49515573,0.299870226,0.513150682
carrot,0.543097241,0.447772964,0.235426862,0.35586223,0.282615069,0.27865911,0.32363008,0.311153511,0.476273137,0.553142171,0.173498671,0.46380718,0.237986887,0.289137775,0.164519524,1,0.325756459,0.306836531,0.22670986,0.307939688,0.309549968,0.210160493,0.101952133,0.265138743,0.429425684,0.356663475,0.424025958,0.221681423,0.438287407,0.53378548,0.18117267,0.135525293,0.439160839,0.303817152,0.033206277,0.443328469,0.367066497,0.288084936,0.453829614,0.140909931,0.399427554,0.319457443,0.406540384,0.304015119,0.565259683,0.483024812,0.448835172,0.275187702,0.441198584,0.285392351,0.433143026,0.481273074,0.402525249,0.269732857,0.430798137,0.429907155,0.390089995,0.395327249,0.630876445,0.236855708
cat,0.478983696,0.547849486,0.426966074,0.38651598,0.254540697,0.544558734,0.562021189,0.469509669,0.648824783,0.582799639,0.294354133,0.638757999,0.373836987,0.701453302,0.562121324,0.325756459,1,0.287543009,0.386634823,0.333855151,0.390294302,0.340290144,0.349961326,0.618499474,0.542150377,0.492493997,0.62403666,0.295399662,0.719141151,0.322303104,0.430772575,0.172476519,0.647854366,0.440133227,0.20967566,0.465638354,0.286841562,0.407553548,0.637777675,0.439230055,0.606609167,0.155602647,0.357674742,0.033477684,0.571466197,0.448439157,0.438343787,0.577337398,0.401632276,0.565755894,0.580220234,0.661204947,0.435283971,0.154496556,0.621165195,0.187989823,0.47438363,0.348815872,0.45259044,0.237763835
celery,0.568041221,0.694609176,0.477076704,0.525418704,0.571377254,0.540013719,0.208871575,0.463863704,0.433426996,0.354859603,0.695748044,0.484348671,-0.175509208,0.221645734,0.549758568,0.306836531,0.287543009,1,0.18549393,0.410740279,0.531420951,0.43155443,0.357290306,0.613181975,0.211963168,0.687739314,0.55580655,0.427243616,0.410675422,0.289445324,0.516612705,0.622341159,0.375195853,0.705578453,0.434622338,0.537259859,0.799963904,0.692867095,0.376394212,0.20494964,0.537082545,0.363009414,0.452838138,0.42542791,0.448861686,0.613686059,0.641606757,0.566250385,0.37666188,0.271239829,0.726637749,0.285398117,0.662295554,0.286044174,0.17595156,0.032198488,0.404202065,0.660700077,0.234819742,0.4541782
chair,0.416273368,0.452226088,0.548736572,0.565349456,0.301295285,0.547148845,0.520769687,0.433996122,0.401800577,0.409020897,0.313388207,0.582034874,0.32836671,0.595479365,0.427387916,0.22670986,0.386634823,0.18549393,1,0.538221269,0.438497865,0.358262284,0.499310473,0.453374043,0.395139409,0.261666347,0.486265091,0.536355568,0.537718018,0.521399423,0.4188493,0.318195038,0.522859943,0.288174558,0.116288846,0.471345351,0.318234221,0.344715232,0.521167848,0.432215069,0.443444389,0.02201089,0.079415141,0.340120234,0.458343542,0.303871688,0.298018924,0.343614819,0.487307842,0.421708194,0.504413361,0.379614194,0.227381894,0.466677451,0.575045118,-0.110767572,0.530845854,0.306887351,0.408216125,0.502248567
chimney,0.562744524,0.536200225,0.679889571,0.744136606,0.457379512,0.72250035,0.375638601,0.579047691,0.462910916,0.546204655,0.449718061,0.647277112,0.273663015,0.51386334,0.533244781,0.307939688,0.333855151,0.410740279,0.538221269,1,0.451865887,0.541971318,0.721315715,0.580960596,0.445138159,0.346201235,0.544320231,0.688164679,0.419436445,0.626132989,0.471588385,0.596125826,0.558069919,0.439651618,0.194677328,0.54926429,0.471228524,0.388218682,0.381092118,0.655084829,0.573624241,0.046119541,0.271462079,0.465756992,0.561378045,0.298942923,0.360430762,0.476109092,0.431173755,0.378293951,0.569902462,0.361003166,0.369518477,0.578673688,0.575183985,0.07525361,0.713681428,0.356835973,0.476714244,0.591661469
chisel,0.453268087,0.556116734,0.427571495,0.491292367,0.537612666,0.499307276,0.333452867,0.319614923,0.442810745,0.460915814,0.531077753,0.454353546,0.200781605,0.392879963,0.479485077,0.309549968,0.390294302,0.531420951,0.438497865,0.451865887,1,0.337860765,0.312413474,0.464291048,0.273627079,0.503113141,0.597104214,0.463910131,0.514554272,0.410464494,0.55346635,0.42209695,0.538406434,0.505292018,0.369866443,0.547022579,0.532712016,0.628688191,0.407125601,0.234356176,0.465162662,0.32516773,0.366803025,0.537071489,0.448406471,0.513461725,0.547526882,0.456054326,0.431814598,0.477041314,0.636728932,0.465975644,0.419643552,0.374994643,0.430817815,0.181585871,0.406940895,0.442694556,0.418999129,0.494896271
church,0.401373762,0.416540498,0.688073098,0.636583041,0.215874823,0.611919864,0.33889753,0.550998122,0.335803226,0.362758046,0.529000389,0.577199927,-0.048759722,0.455126826,0.546449022,0.210160493,0.340290144,0.43155443,0.358262284,0.541971318,0.337860765,1,0.661708258,0.562722233,0.357116327,0.3653341,0.356467691,0.579047643,0.314006727,0.456739118,0.278852374,0.643078114,0.475020493,0.436230458,0.261954534,0.415324768,0.444124641,0.394705204,0.364375079,0.647460221,0.549392684,0.097674259,0.028624986,0.213070755,0.323583057,0.380023095,0.40328544,0.480233849,0.360840673,0.075794663,0.521296913,0.156329857,0.439552621,0.447727829,0.342859547,-0.003419014,0.546408007,0.441855753,0.303802504,0.574636124
closet,0.415348633,0.422822973,0.714110535,0.716777714,0.339272603,0.710962955,0.393261652,0.630536945,0.334587738,0.34494274,0.479340576,0.617564688,0.16176405,0.540441514,0.634270362,0.101952133,0.349961326,0.357290306,0.499310473,0.721315715,0.312413474,0.661708258,1,0.618377716,0.376043526,0.292105181,0.452059395,0.675853837,0.289142382,0.458885868,0.453145306,0.680410735,0.478225047,0.43211815,0.249900594,0.483000744,0.411803282,0.346417401,0.345479036,0.662052766,0.56432741,-0.091672552,0.062249208,0.298216708,0.35536998,0.27620456,0.289397263,0.484523703,0.344992603,0.213529271,0.520839016,0.18271374,0.294676523,0.483301697,0.436932252,-0.128546542,0.637731864,0.376399817,0.30345518,0.524037741
coat,0.666093152,0.702754863,0.68692231,0.657041014,0.479684214,0.729493865,0.437859947,0.666046993,0.559995135,0.518652609,0.55065351,0.737378771,0.200266161,0.555428512,0.716515429,0.265138743,0.618499474,0.613181975,0.453374043,0.580960596,0.464291048,0.562722233,0.618377716,1,0.473734169,0.583663841,0.645754266,0.606001039,0.623318941,0.441192825,0.668806847,0.567345816,0.613431282,0.651663533,0.34147937,0.629188332,0.607707604,0.578897827,0.59742858,0.544622039,0.663139781,0.08343435,0.443152149,0.261663808,0.657422625,0.53798974,0.541678532,0.681313304,0.40721342,0.484393245,0.782763665,0.504614334,0.595416058,0.313135606,0.503923577,-0.056065687,0.671639105,0.578691074,0.396243305,0.445993658
corn,0.550453951,0.4718453,0.354348712,0.454904555,0.25300284,0.460624622,0.492070729,0.469183544,0.603933041,0.495019463,0.28955792,0.609034356,0.314953437,0.589265272,0.374085581,0.429425684,0.542150377,0.211963168,0.395139409,0.445138159,0.273627079,0.357116327,0.376043526,0.473734169,1,0.314929752,0.518046165,0.313470076,0.520958047,0.49498007,0.320284287,0.258986071,0.510279272,0.353657694,0.117753701,0.430050327,0.343494656,0.284887068,0.607442161,0.450934285,0.584523299,0.259056771,0.385307342,0.148390022,0.587453915,0.285905152,0.438627506,0.467424624,0.469211576,0.440663817,0.416966402,0.548483358,0.38738937,0.254024381,0.551738858,0.112441993,0.517357195,0.339358576,0.541262944,0.374086003
cow,0.561993016,0.741808955,0.437083719,0.421896606,0.51385076,0.56145732,0.414959745,0.511599397,0.562794974,0.489159232,0.575086877,0.571982172,0.033547835,0.417299866,0.595649072,0.356663475,0.492493997,0.687739314,0.261666347,0.346201235,0.503113141,0.3653341,0.292105181,0.583663841,0.314929752,1,0.610759986,0.355822495,0.593659061,0.263103945,0.487787799,0.453150193,0.432930712,0.737960425,0.321533251,0.515341823,0.700021116,0.683239262,0.459268901,0.210148536,0.491156983,0.293300131,0.490468577,0.288232157,0.538803967,0.602586718,0.63999505,0.532463383,0.446305,0.38137569,0.671898341,0.423702203,0.654803367,0.308197892,0.344454717,0.069395382,0.378129071,0.601885001,0.340962346,0.359552158
cup,0.653410807,0.708446546,0.555001474,0.603748063,0.585189836,0.677929318,0.563716945,0.51218749,0.630470511,0.61704332,0.498396269,0.688835367,0.312756237,0.588940663,0.632317929,0.424025958,0.62403666,0.55580655,0.486265091,0.544320231,0.597104214,0.356467691,0.452059395,0.645754266,0.518046165,0.610759986,1,0.523449447,0.706104314,0.478463759,0.635622722,0.437205572,0.619399586,0.638711193,0.341804392,0.66050435,0.593264635,0.611111764,0.648659795,0.440608752,0.653477043,0.241893947,0.482211419,0.432308573,0.6770497,0.571062186,0.575835111,0.587830148,0.483578137,0.577105867,0.754167535,0.61712294,0.482457668,0.426066644,0.651349168,0.090083686,0.627999799,0.535912458,0.482695059,0.493955337
desk,0.564141865,0.516034203,0.80701944,0.752055598,0.40329018,0.748404578,0.453583429,0.593835592,0.394980719,0.499310495,0.435918115,0.608919998,0.240556333,0.451170013,0.648912976,0.221681423,0.295399662,0.427243616,0.536355568,0.688164679,0.463910131,0.579047643,0.675853837,0.606001039,0.313470076,0.355822495,0.523449447,1,0.440112766,0.551277135,0.583977352,0.653824643,0.552249905,0.49277821,0.166066031,0.521046407,0.420754455,0.378998094,0.427417681,0.703133484,0.580904992,-0.079922707,0.2022245,0.434717235,0.534353559,0.308830638,0.308522009,0.399988263,0.367430723,0.286433719,0.558186249,0.339354797,0.333666078,0.602218457,0.545787016,0.021709666,0.719756713,0.436263298,0.386107388,0.632070212
dog,0.594759602,0.698793842,0.49472244,0.487523178,0.444016216,0.630872888,0.635428388,0.490476817,0.630733501,0.61343679,0.338194512,0.701899022,0.387654296,0.662618522,0.589732925,0.438287407,0.719141151,0.410675422,0.537718018,0.419436445,0.514554272,0.314006727,0.289142382,0.623318941,0.520958047,0.593659061,0.706104314,0.440112766,1,0.425086214,0.554547401,0.24550015,0.662252845,0.520959438,0.212527502,0.517600676,0.436420573,0.542950003,0.721317717,0.409137495,0.604417466,0.170957116,0.446669009,0.243890572,0.688060924,0.492839267,0.533207699,0.5340733,0.570777441,0.600038631,0.68547651,0.667779232,0.501078225,0.356947573,0.690539063,0.125949543,0.551456031,0.440323982,0.501648346,0.368852121
door,0.599721985,0.466501395,0.533149361,0.584636549,0.269140613,0.546349502,0.378997786,0.516799931,0.461696561,0.536832145,0.225859293,0.596704026,0.344717531,0.399640134,0.352888223,0.53378548,0.322303104,0.289445324,0.521399423,0.626132989,0.410464494,0.456739118,0.458885868,0.441192825,0.49498007,0.263103945,0.478463759,0.551277135,0.425086214,1,0.331806388,0.379880453,0.440594178,0.323141907,0.05738999,0.552993259,0.376872213,0.31892129,0.448411454,0.49054978,0.51334947,0.169005692,0.293102344,0.442063041,0.59153632,0.400667946,0.364116431,0.347678351,0.383832115,0.320707305,0.509876157,0.501120347,0.367286494,0.439454026,0.55176839,0.240729196,0.625443231,0.388245184,0.568770087,0.515050527
dress,0.546642334,0.606325042,0.570669949,0.565914361,0.574965419,0.620068608,0.438036818,0.469740761,0.438625113,0.454434697,0.464904888,0.546706981,0.312077853,0.411166374,0.626651451,0.18117267,0.430772575,0.516612705,0.4188493,0.471588385,0.55346635,0.278852374,0.453145306,0.668806847,0.320284287,0.487787799,0.635622722,0.583977352,0.554547401,0.331806388,1,0.469613149,0.492150193,0.555280214,0.342954797,0.552810425,0.508269615,0.501131242,0.485006176,0.416640132,0.56163398,0.032390657,0.411255227,0.432295435,0.553387758,0.487288871,0.429866263,0.449023194,0.309541977,0.456653517,0.673142276,0.465938536,0.360831391,0.323159398,0.473848337,-0.104683936,0.551005738,0.413762971,0.370531637,0.379884397
dresser,0.515226202,0.533003453,0.679159199,0.674566408,0.482507322,0.671370926,0.274968214,0.615511472,0.315591788,0.24783904,0.701234859,0.52526783,-0.170466625,0.389567158,0.652975494,0.135525293,0.172476519,0.622341159,0.318195038,0.596125826,0.42209695,0.643078114,0.680410735,0.567345816,0.258986071,0.453150193,0.437205572,0.653824643,0.24550015,0.379880453,0.469613149,1,0.339763524,0.565109488,0.329704667,0.444684051,0.645920174,0.537547586,0.233245375,0.483113872,0.500402949,0.089169176,0.190087821,0.402843816,0.296842437,0.331357851,0.422578124,0.464426577,0.314505161,0.081798885,0.561033006,0.083865529,0.448406496,0.467132099,0.205458101,-0.152707468,0.514707336,0.518955266,0.184204168,0.589243688
eye,0.479829625,0.577058429,0.587909792,0.607949185,0.375285155,0.643447788,0.535928586,0.470845536,0.571855543,0.611626314,0.361045871,0.65858257,0.422924691,0.617229162,0.538943682,0.439160839,0.647854366,0.375195853,0.522859943,0.558069919,0.538406434,0.475020493,0.478225047,0.613431282,0.510279272,0.432930712,0.619399586,0.552249905,0.662252845,0.440594178,0.492150193,0.339763524,1,0.43080007,0.242831583,0.557261739,0.388768118,0.470257491,0.590933019,0.552579952,0.600798821,0.138248348,0.355255766,0.328595961,0.583961801,0.423727565,0.467513675,0.536500042,0.527759746,0.510074293,0.623018708,0.613322846,0.425502555,0.405906903,0.671266148,0.229684242,0.635198154,0.413640723,0.593769891,0.459791464
fly,0.620413829,0.706471455,0.567258035,0.516163125,0.521517711,0.62971667,0.392734289,0.573244191,0.530281905,0.404337315,0.656742616,0.533992268,-0.034828614,0.404613619,0.672243147,0.303817152,0.440133227,0.705578453,0.288174558,0.439651618,0.505292018,0.436230458,0.43211815,0.651663533,0.353657694,0.737960425,0.638711193,0.49277821,0.520959438,0.323141907,0.555280214,0.565109488,0.43080007,1,0.352018197,0.498054475,0.728769825,0.652788196,0.411162933,0.328004384,0.58564194,0.264175024,0.468665485,0.314934346,0.514462682,0.510748714,0.610161855,0.560989346,0.406346922,0.341284849,0.671269878,0.361308875,0.59006363,0.31920589,0.346558686,0.01009225,0.46289953,0.599120184,0.296489028,0.485499991
foot,0.184567963,0.320628323,0.181030521,0.275097155,0.545325408,0.205180245,0.070894162,0.109386404,0.18108001,0.113084738,0.444006565,0.199821399,-0.024642291,0.150550189,0.367482021,0.033206277,0.20967566,0.434622338,0.116288846,0.194677328,0.369866443,0.261954534,0.249900594,0.34147937,0.117753701,0.321533251,0.341804392,0.166066031,0.212527502,0.05738999,0.342954797,0.329704667,0.242831583,0.352018197,1,0.240871946,0.432192215,0.480026667,0.271436278,0.113651296,0.195463762,0.412773289,0.128863415,0.249251557,0.043047389,0.373543745,0.372761239,0.366450823,0.309914224,0.312892971,0.429612321,0.078551574,0.261838389,0.186318117,0.019963872,-0.201090816,0.125756031,0.34686118,0.011899561,0.296041944
glass,0.579253638,0.642878487,0.521236938,0.60815666,0.519151933,0.577895576,0.357222651,0.492439568,0.502652016,0.59861691,0.416167861,0.620240977,0.279275148,0.436795433,0.457862051,0.443328469,0.465638354,0.537259859,0.471345351,0.54926429,0.547022579,0.415324768,0.483000744,0.629188332,0.430050327,0.515341823,0.66050435,0.521046407,0.517600676,0.552993259,0.552810425,0.444684051,0.557261739,0.498054475,0.240871946,1,0.584129275,0.528439157,0.499248953,0.358623382,0.557779263,0.201841327,0.443624854,0.435363603,0.64963541,0.564126961,0.584675569,0.548814252,0.410177052,0.486850916,0.730797256,0.598278466,0.510298258,0.36520129,0.49977371,0.181310083,0.573661871,0.563481196,0.510094005,0.463561723
hammer,0.634852621,0.713763239,0.459302866,0.582356474,0.613512557,0.529921983,0.274318863,0.4802158,0.474379189,0.363141274,0.737122105,0.51355508,-0.115496841,0.342256638,0.554807023,0.367066497,0.286841562,0.799963904,0.318234221,0.471228524,0.532712016,0.444124641,0.411803282,0.607707604,0.343494656,0.700021116,0.593264635,0.420754455,0.436420573,0.376872213,0.508269615,0.645920174,0.388768118,0.728769825,0.432192215,0.584129275,1,0.694812598,0.424390328,0.20643517,0.50028951,0.3870269,0.46082498,0.417944268,0.459698474,0.564651882,0.699371318,0.572632549,0.506791981,0.332144513,0.724101103,0.32728736,0.613422361,0.326605541,0.2160136,-0.072006209,0.421454838,0.697947056,0.297984576,0.521476276
